Company,Item,Category,Calories,Calories Category,Calories from Fat,Calories from Fat Category,Total Fat (g),Total Fat (g) Category,Saturated Fat (g),Saturated Fat (g) Category,Trans Fat (g),Trans Fat (g) Category,Cholesterol (mg),Cholesterol (mg) Category,Sodium (mg),Sodium (mg) Category,Carbs (g),Carbs (g) Category,Fiber (g),Fiber (g) Category,Sugars (g),Sugars (g) Category,Protein (g),Protein (g) Category,Weight Watchers Pnts,Weight Watchers Pnts Category
McDonald’s,Nonfat Cappuccino (Small),Other,60,Low,0,Low,0,Low,0,Low,0,Low,5,Low,85,Low,9,Low,0,Low,9,Low,6,Low,63,Low
McDonald’s,Nonfat Cappuccino (Medium),Other,80,Low,0,Low,0,Low,0,Low,0,Low,5,Low,110,Low,12,Low,0,Low,12,Low,8,Low,84,Low
McDonald’s,Nonfat Cappuccino (Large),Other,90,Low,0,Low,0,Low,0,Low,0,Low,5,Low,130,Low,13,Low,0,Low,13,Low,9,Low,94,Low
McDonald’s,Nonfat Latte (Small),Other,90,Low,0,Low,0,Low,0,Low,0,Low,5,Low,115,Low,13,Low,0,Low,13,Low,9,Low,94,Low
McDonald’s,Nonfat Latte (Medium),Other,110,Low,0,Low,0,Low,0,Low,0,Low,5,Low,140,Low,15,Low,0,Low,15,Low,10,Low,115,Low
McDonald’s,Nonfat Latte (Large),Other,120,Low,0,Low,0,Low,0,Low,0,Low,5,Low,160,Low,18,Low,0,Low,18,Low,12,Low,126,Low
McDonald’s,Nonfat Caramel Cappuccino (Small),Other,150,Low,0,Low,0,Low,0,Low,0,Low,5,Low,120,Low,33,Low,0,Low,32,Low,5,Low,177,Low
McDonald’s,Nonfat Caramel Cappuccino (Medium),Other,190,Low,0,Low,0,Low,0,Low,0,Low,5,Low,150,Low,41,Low,0,Low,41,Low,6,Low,225,Low
McDonald’s,Nonfat Caramel Cappuccino (Large),Other,230,Low,0,Low,0,Low,0,Low,0,Low,5,Low,180,Low,49,Low,0,Low,49,Low,7,Low,272,Low
McDonald’s,Nonfat Caramel Latte (Small),Other,170,Low,0,Low,0,Low,0,Low,0,Low,5,Low,150,Low,36,Low,0,Low,36,Low,7,Low,199,Low
McDonald’s,Nonfat Caramel Latte (Medium),Other,220,Low,0,Low,0,Low,0,Low,0,Low,5,Low,180,Low,45,Low,0,Low,45,Low,9,Low,256,Low
McDonald’s,Nonfat Caramel Latte (Large),Other,260,Low,0,Low,0,Low,0,Low,0,Low,5,Low,220,Low,53,Low,0,Low,53,Low,10,Low,303,Low
McDonald’s,Nonfat Hazelnut Cappuccino (Small),Other,150,Low,0,Low,0,Low,0,Low,0,Low,5,Low,70,Low,34,Low,0,Low,34,Low,5,Low,179,Low
McDonald’s,Nonfat Hazelnut Cappuccino (Medium),Other,190,Low,0,Low,0,Low,0,Low,0,Low,5,Low,90,Low,43,Low,0,Low,43,Low,6,Low,227,Low
McDonald’s,Nonfat Hazelnut Cappuccino (Large),Other,230,Low,0,Low,0,Low,0,Low,0,Low,5,Low,100,Low,51,Low,0,Low,51,Low,7,Low,274,Low
McDonald’s,Nonfat Hazelnut Latte (Small),Other,180,Low,0,Low,0,Low,0,Low,0,Low,5,Low,95,Low,37,Low,0,Low,37,Low,7,Low,210,Low
McDonald’s,Nonfat Hazelnut Latte (Medium),Other,220,Low,0,Low,0,Low,0,Low,0,Low,5,Low,115,Low,46,Low,0,Low,46,Low,9,Low,257,Low
McDonald’s,Nonfat Hazelnut Latte (Large),Other,260,Low,0,Low,0,Low,0,Low,0,Low,5,Low,135,Low,55,Low,0,Low,55,Low,10,Low,305,Low
McDonald’s,Nonfat Vanilla Cappuccino (Small),Other,150,Low,0,Low,0,Low,0,Low,0,Low,5,Low,70,Low,34,Low,0,Low,34,Low,5,Low,179,Low
McDonald’s,Nonfat Vanilla Cappuccino (Medium),Other,190,Low,0,Low,0,Low,0,Low,0,Low,5,Low,90,Low,42,Low,0,Low,42,Low,6,Low,226,Low
McDonald’s,Nonfat Vanilla Cappuccino (Large),Other,230,Low,0,Low,0,Low,0,Low,0,Low,5,Low,100,Low,51,Low,0,Low,51,Low,7,Low,274,Low
McDonald’s,Nonfat Vanilla Latte (Small),Other,180,Low,0,Low,0,Low,0,Low,0,Low,5,Low,95,Low,37,Low,0,Low,37,Low,7,Low,210,Low
McDonald’s,Nonfat Vanilla Latte (Medium),Other,220,Low,0,Low,0,Low,0,Low,0,Low,5,Low,115,Low,46,Low,0,Low,46,Low,9,Low,257,Low
McDonald’s,Nonfat Vanilla Latte (Large),Other,260,Low,0,Low,0,Low,0,Low,0,Low,5,Low,135,Low,55,Low,0,Low,55,Low,10,Low,305,Low
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Small),Other,50,Low,0,Low,0,Low,0,Low,0,Low,5,Low,100,Low,15,Low,0,Low,8,Low,5,Low,53,Low
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Medium),Other,70,Low,0,Low,0,Low,0,Low,0,Low,5,Low,130,Low,19,Low,0,Low,10,Low,7,Low,73,Low
McDonald’s,Nonfat Cappuccino with Sugar Free Vanilla Syrup (Large),Other,80,Low,0,Low,0,Low,0,Low,0,Low,5,Low,150,Low,22,Low,0,Low,11,Low,8,Low,83,Low
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Small),Other,80,Low,0,Low,0,Low,0,Low,0,Low,5,Low,130,Low,18,Low,0,Low,11,Low,7,Low,84,Low
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Medium),Other,90,Low,0,Low,0,Low,0,Low,0,Low,5,Low,160,Low,22,Low,0,Low,13,Low,9,Low,94,Low
McDonald’s,Nonfat Latte with Sugar Free Vanilla Syrup (Large),Other,110,Low,0,Low,0,Low,0,Low,0,Low,5,Low,190,Low,27,Low,0,Low,15,Low,11,Low,114,Low
McDonald’s,Mocha with Nonfat Milk (Small),Drink,240,Low,45,Low,5,Low,3,Low,0,Low,5,Low,130,Low,41,Low,0,Low,34,Low,7,Low,270,Low
McDonald’s,Mocha with Nonfat Milk (Medium),Drink,280,Low,50,Low,6,Low,3.5,Low,0,Low,10,Low,160,Low,50,Low,0,Low,42,Low,8,Low,317.5,Low
McDonald’s,Mocha with Nonfat Milk (Large),Drink,330,Low,50,Low,6,Low,3.5,Low,0,Low,10,Low,190,Low,58,Low,0,Low,50,Low,10,Low,373.5,Low
McDonald’s,Hot Chocolate with Nonfat Milk (Small),Drink,250,Low,45,Low,5,Low,3,Low,0,Low,10,Low,140,Low,43,Low,0,Low,37,Low,8,Low,282,Low
McDonald’s,Hot Chocolate with Nonfat Milk (Medium),Drink,310,Low,50,Low,6,Low,3.5,Low,0,Low,10,Low,190,Low,55,Low,0,Low,47,Low,11,Low,349.5,Low
McDonald’s,Hot Chocolate with Nonfat Milk (Large),Drink,390,Low,50,Low,6,Low,3.5,Low,0,Low,10,Low,250,Low,68,Low,0,Low,59,Low,16,Low,436.5,Low
McDonald’s,Iced Nonfat Latte (Small),Other,50,Low,0,Low,0,Low,0,Low,0,Low,5,Low,70,Low,7,Low,0,Low,7,Low,5,Low,52,Low
McDonald’s,Iced Nonfat Latte (Medium),Other,60,Low,0,Low,0,Low,0,Low,0,Low,5,Low,90,Low,9,Low,0,Low,9,Low,6,Low,63,Low
McDonald’s,Iced Nonfat Latte (Large),Other,70,Low,0,Low,0,Low,0,Low,0,Low,5,Low,105,Low,11,Low,0,Low,11,Low,7,Low,74,Low
McDonald’s,Iced Nonfat Caramel Latte (Small),Other,140,Low,0,Low,0,Low,0,Low,0,Low,0,Low,105,Low,30,Low,0,Low,30,Low,3,Low,167,Low
McDonald’s,Iced Nonfat Caramel Latte (Medium),Other,150,Low,0,Low,0,Low,0,Low,0,Low,5,Low,120,Low,32,Low,0,Low,32,Low,5,Low,177,Low
McDonald’s,Iced Nonfat Caramel Latte (Large),Other,190,Low,0,Low,0,Low,0,Low,0,Low,5,Low,150,Low,40,Low,0,Low,40,Low,6,Low,224,Low
McDonald’s,Iced Nonfat Hazelnut Latte (Small),Other,140,Low,0,Low,0,Low,0,Low,0,Low,0,Low,50,Low,32,Low,0,Low,32,Low,3,Low,169,Low
McDonald’s,Iced Nonfat Hazelnut Latte (Medium),Other,150,Low,0,Low,0,Low,0,Low,0,Low,5,Low,70,Low,33,Low,0,Low,33,Low,5,Low,178,Low
McDonald’s,Iced Nonfat Hazelnut Latte (Large),Other,190,Low,0,Low,0,Low,0,Low,0,Low,5,Low,80,Low,42,Low,0,Low,42,Low,6,Low,226,Low
McDonald’s,Iced Nonfat Vanilla Latte (Small),Other,140,Low,0,Low,0,Low,0,Low,0,Low,0,Low,50,Low,31,Low,0,Low,31,Low,3,Low,168,Low
McDonald’s,Iced Nonfat Vanilla Latte (Medium),Other,150,Low,0,Low,0,Low,0,Low,0,Low,5,Low,70,Low,33,Low,0,Low,33,Low,5,Low,178,Low
McDonald’s,Iced Nonfat Vanilla Latte (Large),Other,190,Low,0,Low,0,Low,0,Low,0,Low,5,Low,85,Low,41,Low,0,Low,41,Low,6,Low,225,Low
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Small),Other,40,Low,0,Low,0,Low,0,Low,0,Low,0,Low,85,Low,13,Low,0,Low,5,Low,4,Low,41,Low
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Medium),Other,50,Low,0,Low,0,Low,0,Low,0,Low,5,Low,100,Low,14,Low,0,Low,6,Low,5,Low,51,Low
McDonald’s,Iced Nonfat Latte with Sugar Free Vanilla Syrup (Large),Other,60,Low,0,Low,0,Low,0,Low,0,Low,5,Low,130,Low,19,Low,0,Low,8,Low,6,Low,62,Low
McDonald’s,Iced Mocha with Nonfat Milk (Medium),Drink,270,Low,70,Low,8,Low,4.5,Low,0,Low,10,Low,140,Low,43,Low,0,Low,35,Low,7,Low,302.5,Low
McDonald’s,Iced Nonfat Caramel Mocha (Large),Other,300,Low,60,Low,6,Low,4,Low,0,Low,10,Low,230,Low,49,Low,0,Low,45,Low,11,Low,338,Low
McDonald’s,Iced Nonfat Caramel Mocha (Medium),Other,240,Low,60,Low,6,Low,4,Low,0,Low,10,Low,190,Low,37,Low,0,Low,34,Low,9,Low,269,Low
McDonald’s,Iced Nonfat Caramel Mocha (Small),Other,200,Low,50,Low,6,Low,4,Low,0,Low,10,Low,140,Low,29,Low,0,Low,26,Low,6,Low,224,Low
McDonald’s,Nonfat Caramel Mocha (Large),Other,280,Low,35,Low,4,Low,2.5,Low,0,Low,10,Low,260,Low,49,Low,0,Low,46,Low,12,Low,316.5,Low
McDonald’s,Nonfat Caramel Mocha (Medium),Other,240,Low,35,Low,4,Low,2.5,Low,0,Low,5,Low,200,Low,41,Low,0,Low,38,Low,9,Low,271.5,Low
McDonald’s,Nonfat Caramel Mocha (Small),Other,200,Low,35,Low,4,Low,2.5,Low,0,Low,5,Low,170,Low,34,Low,0,Low,31,Low,8,Low,225.5,Low
McDonald’s,Cappuccino (Small),Other,120,Low,60,Low,7,Low,4,Low,0,Low,20,Low,85,Low,9,Low,0,Low,9,Low,6,Low,127,Low
McDonald’s,Cappuccino (Medium),Other,140,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,105,Low,11,Low,0,Low,11,Low,8,Low,147.5,Low
McDonald’s,Cappuccino (Large),Other,180,Low,90,Low,10,Low,6,Low,0,Low,30,Low,130,Low,13,Low,0,Low,13,Low,9,Low,190,Low
McDonald’s,Latte (Small),Other,150,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,105,Low,11,Low,0,Low,11,Low,8,Low,157.5,Low
McDonald’s,Latte (Medium),Other,180,Low,90,Low,10,Low,6,Low,0,Low,30,Low,130,Low,13,Low,0,Low,13,Low,10,Low,189,Low
McDonald’s,Latte (Large),Other,210,Low,100,Low,11,Low,7,Low,0,Low,35,Low,150,Low,16,Low,0,Low,16,Low,11,Low,222,Low
McDonald’s,Caramel Cappuccino (Small),Other,200,Low,45,Low,5,Low,3,Low,0,Low,15,Low,125,Low,32,Low,0,Low,32,Low,5,Low,230,Low
McDonald’s,Caramel Cappuccino (Medium),Other,240,Low,50,Low,6,Low,3.5,Low,0,Low,20,Low,150,Low,41,Low,0,Low,40,Low,6,Low,277.5,Low
McDonald’s,Caramel Cappuccino (Large),Other,290,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,190,Low,49,Low,0,Low,49,Low,8,Low,335.5,Low
McDonald’s,Caramel Latte (Small),Other,230,Low,60,Low,7,Low,4,Low,0,Low,20,Low,140,Low,35,Low,0,Low,35,Low,7,Low,262,Low
McDonald’s,Caramel Latte (Medium),Other,280,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,170,Low,43,Low,0,Low,43,Low,8,Low,319.5,Low
McDonald’s,Caramel Latte (Large),Other,330,Low,80,Low,9,Low,5,Low,0,Low,30,Low,210,Low,52,Low,0,Low,51,Low,9,Low,377,Low
McDonald’s,Hazelnut Cappuccino (Small),Other,200,Low,45,Low,5,Low,3,Low,0,Low,15,Low,70,Low,34,Low,0,Low,34,Low,5,Low,232,Low
McDonald’s,Hazelnut Cappuccino (Medium),Other,240,Low,50,Low,6,Low,3.5,Low,0,Low,20,Low,85,Low,42,Low,0,Low,42,Low,6,Low,279.5,Low
McDonald’s,Hazelnut Cappuccino (Large),Other,290,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,105,Low,51,Low,0,Low,51,Low,7,Low,338.5,Low
McDonald’s,Hazelnut Latte (Small),Other,230,Low,60,Low,7,Low,4,Low,0,Low,20,Low,90,Low,36,Low,0,Low,36,Low,7,Low,263,Low
McDonald’s,Hazelnut Latte (Medium),Other,280,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,110,Low,45,Low,0,Low,45,Low,8,Low,321.5,Low
McDonald’s,Hazelnut Latte (Large),Other,330,Low,80,Low,9,Low,5,Low,0,Low,30,Low,130,Low,53,Low,0,Low,53,Low,9,Low,379,Low
McDonald’s,Vanilla Cappuccino (Small),Other,200,Low,45,Low,5,Low,3,Low,0,Low,15,Low,70,Low,34,Low,0,Low,34,Low,5,Low,232,Low
McDonald’s,Vanilla Cappuccino (Medium),Other,240,Low,50,Low,6,Low,3.5,Low,0,Low,20,Low,85,Low,42,Low,0,Low,42,Low,6,Low,279.5,Low
McDonald’s,Vanilla Cappuccino (Large),Other,290,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,105,Low,51,Low,0,Low,51,Low,7,Low,338.5,Low
McDonald’s,Vanilla Latte (Small),Other,230,Low,60,Low,7,Low,4,Low,0,Low,20,Low,90,Low,36,Low,0,Low,36,Low,7,Low,263,Low
McDonald’s,Vanilla Latte (Medium),Other,280,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,110,Low,44,Low,0,Low,44,Low,8,Low,320.5,Low
McDonald’s,Vanilla Latte (Large),Other,330,Low,80,Low,9,Low,5,Low,0,Low,30,Low,130,Low,53,Low,0,Low,53,Low,9,Low,379,Low
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Small),Other,100,Low,50,Low,5,Low,3,Low,0,Low,15,Low,105,Low,15,Low,0,Low,7,Low,5,Low,105,Low
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Medium),Other,120,Low,60,Low,6,Low,3.5,Low,0,Low,20,Low,130,Low,18,Low,0,Low,9,Low,6,Low,126.5,Low
McDonald’s,Cappuccino with Sugar Free Vanilla Syrup (Large),Other,150,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,160,Low,22,Low,0,Low,11,Low,8,Low,157.5,Low
McDonald’s,Latte with Sugar Free Vanilla Syrup (Small),Other,130,Low,60,Low,7,Low,4,Low,0,Low,20,Low,125,Low,17,Low,0,Low,10,Low,7,Low,137,Low
McDonald’s,Latte with Sugar Free Vanilla Syrup (Medium),Other,160,Low,70,Low,8,Low,5,Low,0,Low,25,Low,150,Low,21,Low,0,Low,11,Low,8,Low,168,Low
McDonald’s,Latte with Sugar Free Vanilla Syrup (Large),Other,180,Low,90,Low,10,Low,6,Low,0,Low,30,Low,180,Low,25,Low,0,Low,13,Low,10,Low,189,Low
McDonald’s,Mocha (Small),Other,280,Low,100,Low,11,Low,6,Low,0,Low,20,Low,125,Low,40,Low,0,Low,33,Low,6,Low,313,Low
McDonald’s,Mocha (Medium),Other,330,Low,110,Low,12,Low,7,Low,0,Low,25,Low,150,Low,48,Low,0,Low,41,Low,7,Low,371,Low
McDonald’s,Mocha (Large),Other,400,Low,130,Low,14,Low,8,Low,0.5,Low,30,Low,190,Low,58,Low,0,Low,49,Low,10,Low,447,Mid
McDonald’s,Hot Chocolate (Small),Other,300,Low,110,Low,12,Low,7,Low,0,Low,25,Low,135,Low,41,Low,0,Low,35,Low,8,Low,334,Low
McDonald’s,Hot Chocolate (Medium),Other,380,Low,130,Low,15,Low,9,Low,0.5,Low,30,Low,170,Low,53,Low,0,Low,45,Low,10,Low,424,Low
McDonald’s,Hot Chocolate (Large),Other,460,Mid,160,Low,18,Low,10,Low,0.5,Low,40,Low,220,Low,63,Low,0,Low,54,Low,13,Low,511,Mid
McDonald’s,Iced Latte (Small),Other,80,Low,40,Low,4.5,Low,2.5,Low,0,Low,15,Low,65,Low,6,Low,0,Low,6,Low,4,Low,84.5,Low
McDonald’s,Iced Latte (Medium),Other,100,Low,50,Low,6,Low,3.5,Low,0,Low,15,Low,80,Low,8,Low,0,Low,8,Low,6,Low,105.5,Low
McDonald’s,Iced Latte (Large),Other,140,Low,70,Low,8,Low,4.5,Low,0,Low,25,Low,105,Low,10,Low,0,Low,10,Low,7,Low,147.5,Low
McDonald’s,Iced Caramel Latte (Small),Other,160,Low,25,Low,3,Low,1.5,Low,0,Low,10,Low,100,Low,29,Low,0,Low,29,Low,3,Low,187.5,Low
McDonald’s,Iced Caramel Latte (Medium),Other,180,Low,40,Low,4.5,Low,2.5,Low,0,Low,15,Low,120,Low,31,Low,0,Low,31,Low,4,Low,209.5,Low
McDonald’s,Iced Caramel Latte (Large),Other,230,Low,50,Low,6,Low,3.5,Low,0,Low,15,Low,150,Low,40,Low,0,Low,40,Low,6,Low,267.5,Low
McDonald’s,Iced Hazelnut Latte (Small),Other,160,Low,25,Low,3,Low,1.5,Low,0,Low,10,Low,45,Low,31,Low,0,Low,31,Low,3,Low,189.5,Low
McDonald’s,Iced Hazelnut Latte (Medium),Other,180,Low,40,Low,4.5,Low,2.5,Low,0,Low,15,Low,65,Low,33,Low,0,Low,33,Low,4,Low,211.5,Low
McDonald’s,Iced Hazelnut Latte (Large),Other,230,Low,50,Low,6,Low,3.5,Low,0,Low,15,Low,85,Low,41,Low,0,Low,41,Low,6,Low,268.5,Low
McDonald’s,Iced Vanilla Latte (Small),Other,160,Low,25,Low,3,Low,1.5,Low,0,Low,10,Low,45,Low,31,Low,0,Low,31,Low,3,Low,189.5,Low
McDonald’s,Iced Vanilla Latte (Medium),Other,190,Low,40,Low,4.5,Low,2.5,Low,0,Low,15,Low,70,Low,33,Low,0,Low,33,Low,5,Low,220.5,Low
McDonald’s,Iced Vanilla Latte (Large),Other,230,Low,50,Low,6,Low,3.5,Low,0,Low,15,Low,85,Low,41,Low,0,Low,41,Low,6,Low,268.5,Low
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Small),Other,60,Low,30,Low,3,Low,2,Low,0,Low,10,Low,80,Low,12,Low,0,Low,4,Low,3,Low,63,Low
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Medium),Other,90,Low,40,Low,5,Low,3,Low,0,Low,15,Low,105,Low,14,Low,0,Low,6,Low,5,Low,94,Low
McDonald’s,Iced Latte with Sugar Free Vanilla Syrup (Large),Other,110,Low,50,Low,6,Low,3.5,Low,0,Low,15,Low,130,Low,19,Low,0,Low,8,Low,6,Low,115.5,Low
McDonald’s,Iced Mocha (Medium),Other,310,Low,120,Low,13,Low,8,Low,0,Low,25,Low,140,Low,42,Low,0,Low,35,Low,7,Low,346,Low
McDonald’s,Caramel Mocha (Large),Other,360,Low,130,Low,14,Low,8,Low,0.5,Low,35,Low,220,Low,47,Low,0,Low,46,Low,10,Low,404,Low
McDonald’s,Caramel Mocha (Medium),Other,290,Low,100,Low,12,Low,7,Low,0,Low,25,Low,180,Low,39,Low,0,Low,38,Low,8,Low,327,Low
McDonald’s,Caramel Mocha (Small),Other,250,Low,90,Low,11,Low,6,Low,0,Low,25,Low,150,Low,33,Low,0,Low,31,Low,7,Low,280,Low
McDonald’s,Iced Caramel Mocha (Large),Other,380,Low,140,Low,16,Low,9,Low,0.5,Low,35,Low,210,Low,48,Low,0,Low,46,Low,10,Low,425,Low
McDonald’s,Iced Caramel Mocha (Medium),Other,300,Low,120,Low,14,Low,8,Low,0,Low,30,Low,160,Low,36,Low,0,Low,33,Low,8,Low,333,Low
McDonald’s,Iced Caramel Mocha (Small),Other,240,Low,100,Low,12,Low,7,Low,0,Low,25,Low,130,Low,29,Low,0,Low,26,Low,6,Low,267,Low
McDonald’s,Frappe Caramel (Small),Drink,450,Mid,180,Low,20,Low,13,Mid,1,Low,55,Low,135,Low,61,Low,0,Low,57,Low,6,Low,514,Mid
McDonald’s,Frappe Caramel (Medium),Drink,550,Mid,220,Low,24,Low,15,Mid,1,Low,70,Low,160,Low,76,Low,0,Low,71,Low,8,Low,628,Mid
McDonald’s,Frappe Caramel (Large),Drink,680,Mid,260,Mid,29,Low,18,Mid,1.5,Low,85,Low,200,Low,94,Mid,0,Low,88,Low,10,Low,776,Mid
McDonald’s,Frappe Mocha (Small),Drink,450,Mid,180,Low,20,Low,13,Mid,1,Low,55,Low,130,Low,62,Low,1,Low,56,Low,7,Low,512,Mid
McDonald’s,Frappe Mocha (Medium),Drink,560,Mid,210,Low,24,Low,15,Mid,1,Low,65,Low,160,Low,78,Low,1,Low,70,Low,8,Low,637,Mid
McDonald’s,Frappe Mocha (Large),Drink,680,Mid,250,Low,28,Low,18,Mid,1,Low,80,Low,200,Low,96,Mid,1,Low,87,Low,10,Low,775,Mid
McDonald’s,Strawberry Banana Smoothie (Large),Drink,330,Low,10,Low,1,Low,0.5,Low,0,Low,5,Low,55,Low,77,Low,4,Low,70,Low,3,Low,397.5,Low
McDonald’s,Strawberry Banana Smoothie (Medium),Drink,260,Low,5,Low,1,Low,0,Low,0,Low,5,Low,40,Low,60,Low,3,Low,54,Low,2,Low,312,Low
McDonald’s,Strawberry Banana Smoothie (Small),Drink,210,Low,5,Low,0.5,Low,0,Low,0,Low,5,Low,35,Low,49,Low,2,Low,44,Low,2,Low,252,Low
McDonald’s,Wild Berry Smoothie (Large),Drink,320,Low,10,Low,1,Low,0.5,Low,0,Low,5,Low,45,Low,75,Low,4,Low,69,Low,3,Low,386.5,Low
McDonald’s,Wild Berry Smoothie (Medium),Drink,260,Low,5,Low,1,Low,0,Low,0,Low,5,Low,35,Low,60,Low,4,Low,55,Low,3,Low,312,Low
McDonald’s,Wild Berry Smoothie (Small),Drink,210,Low,5,Low,0.5,Low,0,Low,0,Low,5,Low,30,Low,48,Low,3,Low,44,Low,2,Low,252,Low
Burger King,Whopper® Sandwich,Burger,660,Mid,360,Mid,40,Mid,12,Mid,1.5,Low,90,Low,980,Mid,49,Low,2,Low,11,Low,28,Mid,655,Mid
Burger King,Whopper® Sandwich with Cheese,Burger,740,Mid,420,Mid,46,Mid,16,Mid,2,Mid,115,Low,1340,Mid,50,Low,2,Low,11,Low,32,Mid,735,Mid
Burger King,Bacon & Cheese Whopper® Sandwich,Burger,790,Mid,460,Mid,51,Mid,17,Mid,2,Mid,125,Low,1560,Mid,50,Low,2,Low,11,Low,35,Mid,783,Mid
Burger King,Double Whopper® Sandwich,Burger,900,High,520,High,58,Mid,20,Mid,3,Mid,175,Low,1050,Mid,49,Low,2,Low,11,Low,48,High,883,High
Burger King,Double Whopper® Sandwich with Cheese,Burger,980,High,580,High,64,Mid,24,High,3,Mid,195,Mid,1410,Mid,50,Low,2,Low,11,Low,52,High,963,High
Burger King,Triple Whopper® Sandwich,Burger,1130,High,680,High,75,High,28,High,4,High,255,Mid,1120,Mid,49,Low,2,Low,11,Low,67,High,1102,High
Burger King,Triple Whopper® Sandwich with Cheese,Burger,1220,High,740,High,82,High,32,High,4.5,High,280,Mid,1470,Mid,50,Low,2,Low,11,Low,71,High,1192,High
Burger King,Whopper JR.® Sandwich,Burger,310,Low,160,Low,18,Low,5,Low,0.5,Low,40,Low,390,Low,27,Low,1,Low,7,Low,13,Low,309,Low
Burger King,Bacon King Sandwich,Burger,1150,High,710,High,79,High,31,High,3.5,High,240,Mid,2150,High,49,Low,2,Low,10,Low,61,High,1130,High
Burger King,Cheddar Bacon King Sandwich,Burger,1190,High,750,High,84,High,33,High,3.5,High,235,Mid,1930,High,50,Low,2,Low,11,Low,64,High,1170,High
Burger King,Single Quarter Pound King Sandwich,Burger,580,Mid,260,Mid,29,Low,13,Mid,1.5,Low,105,Low,1310,Mid,49,Low,2,Low,10,Low,32,Mid,571,Mid
Burger King,Double Quarter Pound King Sandwich,Burger,900,High,480,Mid,54,Mid,25,High,3,Mid,210,Mid,1740,Mid,50,Low,2,Low,11,Low,56,High,880,High
Burger King,Single Stacker King,Burger,700,Mid,380,Mid,42,Mid,16,Mid,2,Mid,125,Low,1360,Mid,48,Low,1,Low,10,Low,35,Mid,691,Mid
Burger King,Double Stacker King,Burger,1050,High,610,High,68,High,28,High,3.5,High,235,Mid,1870,Mid,49,Low,1,Low,11,Low,61,High,1028,High
Burger King,IMPOSSIBLE Whopper® Sandwich,Burger,630,Mid,310,Mid,34,Mid,11,Low,0,Low,10,Low,1080,Mid,58,Low,4,Low,12,Low,25,Mid,628,Mid
Burger King,Hamburger,Burger,240,Low,90,Low,10,Low,3.5,Low,0.5,Low,35,Low,380,Low,26,Low,1,Low,6,Low,13,Low,237,Low
Burger King,Cheeseburger,Burger,280,Low,120,Low,13,Low,6,Low,0.5,Low,45,Low,560,Low,27,Low,1,Low,7,Low,15,Low,278,Low
Burger King,Double Hamburger,Burger,350,Low,160,Low,18,Low,7,Low,1,Low,70,Low,410,Low,26,Low,1,Low,6,Low,21,Low,342,Low
Burger King,Double Cheeseburger,Burger,390,Low,190,Low,21,Low,9,Low,1.5,Low,85,Low,590,Low,27,Low,1,Low,7,Low,23,Low,383,Low
Burger King,Extra Long Cheeseburger,Burger,630,Mid,330,Mid,37,Mid,14,Mid,1.5,Low,100,Low,1050,Mid,45,Low,2,Low,9,Low,29,Mid,624,Mid
Burger King,Bacon Cheeseburger,Burger,320,Low,140,Low,16,Low,7,Low,0.5,Low,55,Low,710,Low,27,Low,1,Low,7,Low,17,Low,317,Low
Burger King,Bacon Double Cheeseburger,Burger,420,Mid,210,Low,24,Low,10,Low,1.5,Low,90,Low,740,Low,27,Low,1,Low,7,Low,25,Mid,412,Low
Burger King,Crispy Chicken Sandwich,Chicken Sandwich / Wrap,670,Mid,370,Mid,41,Mid,7,Low,0,Low,60,Low,1080,Mid,54,Low,2,Low,8,Low,23,Low,662,Mid
Burger King,Spicy Crispy Chicken Sandwich,Chicken Sandwich / Wrap,700,Mid,370,Mid,42,Mid,7,Low,0,Low,65,Low,1140,Mid,57,Low,3,Low,8,Low,25,Mid,690,Mid
Burger King,Original Chicken Sandwich,Chicken Sandwich / Wrap,660,Mid,360,Mid,40,Mid,7,Low,0,Low,75,Low,1170,Mid,48,Low,2,Low,5,Low,28,Mid,644,Mid
Burger King,Bacon & Cheese Crispy Chicken Sandwich,Chicken Sandwich / Wrap,800,Mid,460,Mid,52,Mid,13,Mid,1,Low,95,Low,1650,Mid,55,Low,2,Low,8,Low,30,Mid,791,Mid
