Company,Item,Category,Calories,Calories Category,Calories from Fat,Calories from Fat Category,Total Fat (g),Total Fat (g) Category,Saturated Fat (g),Saturated Fat (g) Category,Trans Fat (g),Trans Fat (g) Category,Cholesterol (mg),Cholesterol (mg) Category,Sodium (mg),Sodium (mg) Category,Carbs (g),Carbs (g) Category,Fiber (g),Fiber (g) Category,Sugars (g),Sugars (g) Category,Protein (g),Protein (g) Category,Weight Watchers Pnts,Weight Watchers Pnts Category
Burger King,BBQ Bacon Crispy Chicken Sandwich,Chicken Sandwich / Wrap,790,Mid,440,Mid,49,Mid,10,Low,0.5,Low,80,Low,1630,Mid,60,Low,2,Low,13,Low,28,Mid,785,Mid
Burger King,Crispy Chicken Jr.,Chicken Sandwich / Wrap,450,Mid,270,Mid,30,Low,5,Low,0,Low,30,Low,780,Low,34,Low,2,Low,5,Low,12,Low,448,Mid
Burger King,Spicy Crispy Chicken Jr.,Chicken Sandwich / Wrap,390,Low,190,Low,21,Low,3.5,Low,0,Low,30,Low,740,Low,37,Low,2,Low,6,Low,12,Low,388,Low
Burger King,Chicken Nuggets- 4pc,Nuggets / Wings / Tenders,170,Low,100,Low,11,Low,1.5,Low,0,Low,25,Low,310,Low,11,Low,1,Low,0,Low,8,Low,164,Low
Burger King,Chicken Nuggets- 6pc,Nuggets / Wings / Tenders,260,Low,150,Low,16,Low,2.5,Low,0,Low,35,Low,470,Low,16,Low,1,Low,0,Low,12,Low,251,Low
Burger King,Chicken Nuggets- 10pc,Nuggets / Wings / Tenders,430,Mid,240,Low,27,Low,4.5,Low,0,Low,55,Low,780,Low,27,Low,2,Low,0,Low,20,Low,415,Low
Burger King,Chicken Nuggets- 20pc,Nuggets / Wings / Tenders,860,High,490,Mid,54,Mid,9,Low,0,Low,115,Low,1570,Mid,53,Low,3,Low,1,Low,39,Mid,831,Mid
Burger King,Spicy Chicken Nuggets- 4pc,Chicken Sandwich / Wrap,210,Low,130,Low,15,Low,3,Low,0,Low,20,Low,570,Low,11,Low,2,Low,0,Low,8,Low,205,Low
Burger King,Spicy Chicken Nuggets- 6pc,Chicken Sandwich / Wrap,320,Low,200,Low,22,Low,4.5,Low,0,Low,35,Low,850,Low,17,Low,3,Low,0,Low,12,Low,313,Low
Burger King,Spicy Chicken Nuggets- 10 pc,Chicken Sandwich / Wrap,530,Mid,330,Mid,37,Mid,7,Low,0,Low,55,Low,1420,Mid,28,Low,4,Low,1,Low,20,Low,518,Mid
Burger King,Spicy Chicken Nuggets- 20 pc,Chicken Sandwich / Wrap,1050,High,670,High,74,High,15,Mid,0,Low,110,Low,2840,High,56,Low,9,Low,1,Low,40,Mid,1026,High
Burger King,Chicken Fries – 9 pc.,Side,280,Low,150,Low,17,Low,2.5,Low,0,Low,35,Low,850,Low,20,Low,1,Low,1,Low,13,Low,271,Low
Burger King,Crispy Taco,Taco,170,Low,80,Low,9,Low,3,Low,0,Low,10,Low,410,Low,19,Low,2,Low,1,Low,5,Low,169,Low
Burger King,BIG FISH Sandwich,Other,510,Mid,250,Low,28,Low,4.5,Low,0,Low,30,Low,1180,Mid,51,Low,2,Low,7,Low,16,Low,506,Mid
Burger King,Garden Chicken Salad with Crispy Chicken – no dressing,Chicken Sandwich / Wrap,440,Mid,220,Low,25,Low,7,Low,0,Low,75,Low,930,Low,31,Low,3,Low,4,Low,25,Mid,426,Low
Burger King,Club Salad with Crispy Chicken – no dressing,Chicken Sandwich / Wrap,540,Mid,300,Mid,33,Mid,10,Low,0,Low,95,Low,1380,Mid,31,Low,3,Low,5,Low,31,Mid,524,Mid
Burger King,Garden Side Salad – w/o dressing,Side,60,Low,35,Low,4,Low,2.5,Low,0,Low,10,Low,95,Low,3,Low,1,Low,2,Low,4,Low,61,Low
Burger King,Ken’s Ranch Dressing,Other,260,Low,250,Low,28,Low,4,Low,0,Low,10,Low,240,Low,2,Low,0,Low,2,Low,1,Low,265,Low
Burger King,Ken’s Golden Italian Dressing,Other,160,Low,150,Low,17,Low,2.5,Low,0,Low,0,Low,380,Low,4,Low,0,Low,3,Low,0,Low,166,Low
Burger King,Ken’s Lite Honey Balsamic Vinaigrette,Other,120,Low,70,Low,8,Low,1,Low,0,Low,0,Low,220,Low,14,Low,0,Low,11,Low,0,Low,132,Low
Burger King,Buttery Garlic Croutons- Packet,Side,60,Low,20,Low,2.5,Low,0,Low,0,Low,10,Low,180,Low,9,Low,0,Low,1,Low,1,Low,60,Low
Burger King,Onion Rings – value,Side,150,Low,70,Low,8,Low,1.5,Low,0,Low,0,Low,400,Low,19,Low,1,Low,2,Low,1,Low,153,Low
Burger King,Onion Rings – small,Side,320,Low,150,Low,16,Low,3,Low,0,Low,0,Low,840,Low,41,Low,3,Low,4,Low,3,Low,324,Low
Burger King,Onion Rings – medium,Side,410,Mid,190,Low,21,Low,3.5,Low,0,Low,0,Low,1080,Mid,53,Low,4,Low,5,Low,4,Low,415,Low
Burger King,Onion Rings – large,Side,500,Mid,230,Low,25,Low,4.5,Low,0,Low,0,Low,1310,Mid,64,Low,5,Low,7,Low,5,Low,507,Mid
Burger King,French Fries – value (unsalted),Side,220,Low,80,Low,9,Low,1.5,Low,0,Low,0,Low,210,Low,34,Low,3,Low,1,Low,2,Low,221,Low
Burger King,French Fries – small,Side,320,Low,120,Low,13,Low,2,Low,0,Low,0,Low,300,Low,49,Low,5,Low,1,Low,4,Low,319,Low
Burger King,French Fries – medium,Side,380,Low,140,Low,16,Low,2,Low,0,Low,0,Low,360,Low,58,Low,6,Low,1,Low,4,Low,379,Low
Burger King,French Fries – large,Side,430,Mid,160,Low,18,Low,2.5,Low,0,Low,0,Low,410,Low,66,Low,7,Low,2,Low,5,Low,430,Low
Burger King,Kids Oatmeal,Kids Menu,170,Low,30,Low,3,Low,1.5,Low,0,Low,5,Low,260,Low,32,Low,3,Low,12,Low,4,Low,180,Low
Burger King,Mott’s® Natural Applesauce,Condiment / Sauce,50,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,13,Low,1,Low,11,Low,0,Low,61,Low
Burger King,Fat FREE Milk (8 fl oz),Drink,90,Low,0,Low,0,Low,0,Low,0,Low,5,Low,125,Low,13,Low,0,Low,12,Low,9,Low,93,Low
Burger King,1% Low Fat Chocolate Milk (8 fl oz),Drink,160,Low,25,Low,2.5,Low,1.5,Low,0,Low,15,Low,150,Low,26,Low,0,Low,25,Low,8,Low,179,Low
Burger King,Capri Sun® 100% Apple Juice (6 fl oz),Drink,80,Low,0,Low,0,Low,0,Low,0,Low,0,Low,25,Low,20,Low,0,Low,20,Low,0,Low,100,Low
Burger King,PB&J Jamwich,Condiment / Sauce,300,Low,140,Low,16,Low,3,Low,0,Low,0,Low,290,Low,33,Low,4,Low,11,Low,11,Low,303,Low
Burger King,Soft Serve Cone,Dessert,190,Low,40,Low,4.5,Low,3,Low,0,Low,20,Low,150,Low,32,Low,0,Low,24,Low,5,Low,212,Low
Burger King,Dutch Apple Pie,Dessert,340,Low,130,Low,14,Low,6,Low,0,Low,0,Low,310,Low,51,Low,1,Low,25,Low,3,Low,368,Low
Burger King,HERSHEY®’S Sundae Pie,Dessert,310,Low,170,Low,19,Low,12,Mid,0,Low,10,Low,220,Low,32,Low,1,Low,22,Low,3,Low,341,Low
Burger King,Pie made with TWIX®,Dessert,370,Low,180,Low,20,Low,13,Mid,0,Low,10,Low,330,Low,45,Low,1,Low,30,Low,4,Low,409,Low
Burger King,OREO® Cookie Cheesecake,Dessert,350,Low,170,Low,18,Low,8,Low,0,Low,35,Low,310,Low,41,Low,1,Low,25,Low,6,Low,377,Low
Burger King,Soft Serve Cup,Other,170,Low,40,Low,4.5,Low,3,Low,0,Low,20,Low,150,Low,28,Low,0,Low,24,Low,5,Low,192,Low
Burger King,HERSHEY®’s Chocolate Sundae,Dessert,260,Low,45,Low,5,Low,3,Low,0,Low,20,Low,160,Low,49,Low,1,Low,43,Low,5,Low,301,Low
Burger King,Caramel Sundae,Dessert,240,Low,50,Low,5,Low,3.5,Low,0,Low,20,Low,210,Low,42,Low,0,Low,33,Low,5,Low,272,Low
Burger King,Chocolate Chip Cookies (each),Dessert,160,Low,70,Low,8,Low,4,Low,0,Low,10,Low,125,Low,24,Low,1,Low,15,Low,2,Low,177,Low
Burger King,CROISSAN’WICH® Egg & Cheese,Breakfast,340,Low,170,Low,18,Low,8,Low,0,Low,160,Low,610,Low,29,Low,1,Low,4,Low,12,Low,340,Low
Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",Breakfast,500,Mid,300,Mid,33,Mid,13,Mid,0,Low,195,Mid,930,Low,30,Low,1,Low,4,Low,19,Low,498,Mid
Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",Breakfast,370,Low,170,Low,19,Low,8,Low,0,Low,175,Low,1030,Mid,30,Low,1,Low,5,Low,17,Low,366,Low
Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",Breakfast,370,Low,190,Low,21,Low,9,Low,0,Low,170,Low,760,Low,30,Low,1,Low,4,Low,14,Low,369,Low
Burger King,Fully Loaded CROISSAN’WICH®,Breakfast,610,Mid,360,Mid,40,Mid,17,Mid,0.5,Low,225,Mid,1680,Mid,31,Low,1,Low,5,Low,28,Mid,604,Mid
Burger King,Double CROISSAN’WICH® with Sausage & Bacon,Breakfast,580,Mid,340,Mid,40,Mid,16,Mid,0.5,Low,215,Mid,1260,Mid,31,Low,1,Low,5,Low,23,Low,578,Mid
Burger King,Double CROISSAN’WICH® with Sausage,Breakfast,710,Mid,470,Mid,52,Mid,20,Mid,0.5,Low,240,Mid,1420,Mid,31,Low,1,Low,5,Low,29,Mid,706,Mid
Burger King,Double CROISSAN’WICH® with Ham & Sausage,Breakfast,580,Mid,340,Mid,38,Mid,16,Mid,0.5,Low,220,Mid,1530,Mid,31,Low,1,Low,5,Low,27,Mid,574,Mid
Burger King,Fully Loaded Biscuit,Breakfast,640,Mid,400,Mid,45,Mid,20,Mid,0,Low,225,Mid,2190,High,31,Low,1,Low,4,Low,28,Mid,636,Mid
Burger King,"Ham, Egg, & Cheese Biscuit",Breakfast,400,Low,210,Low,24,Low,12,Mid,0,Low,175,Low,1550,Mid,29,Low,1,Low,3,Low,17,Low,398,Low
Burger King,"Sausage, Egg, & Cheese Biscuit",Breakfast,530,Mid,340,Mid,38,Mid,17,Mid,0,Low,195,Mid,1440,Mid,29,Low,1,Low,3,Low,19,Low,531,Mid
Burger King,"Bacon, Egg & Cheese Biscuit",Breakfast,400,Low,230,Low,26,Low,13,Mid,0,Low,170,Low,1270,Mid,29,Low,1,Low,3,Low,13,Low,403,Low
Burger King,Sausage Biscuit,Breakfast,420,Mid,250,Low,28,Low,6,Low,0,Low,35,Low,1050,Mid,28,Low,1,Low,2,Low,12,Low,416,Low
Burger King,Breakfast Burrito Jr.,Breakfast,370,Low,210,Low,23,Low,8,Low,0,Low,150,Low,930,Low,27,Low,3,Low,2,Low,15,Low,365,Low
Burger King,EGG-NORMOUS BURRITOΡ,Breakfast,780,Mid,380,Mid,42,Mid,15,Mid,0,Low,355,Mid,1960,High,68,Low,3,Low,4,Low,32,Mid,767,Mid
Burger King,BK™ Ultimate Breakfast Platter,Breakfast,930,High,390,Mid,44,Mid,11,Low,0,Low,390,High,2230,High,110,Mid,4,Low,40,Low,24,Mid,957,High
Burger King,NY Ultimate Platter (Regional menu item),Other,900,High,420,Mid,46,Mid,12,Mid,0,Low,380,Mid,1760,Mid,95,Mid,5,Low,31,Low,25,Mid,918,High
Burger King,Pancake and Sausage platter,Dessert,610,Mid,280,Mid,31,Low,9,Low,0,Low,80,Low,1010,Mid,72,Low,1,Low,30,Low,12,Low,637,Mid
Burger King,Hash Browns – small,Breakfast,250,Low,150,Low,16,Low,3.5,Low,0,Low,0,Low,580,Low,24,Low,3,Low,0,Low,2,Low,252,Low
Burger King,Hash Browns – medium,Breakfast,500,Mid,290,Mid,33,Mid,7,Low,0,Low,0,Low,1140,Mid,48,Low,7,Low,0,Low,4,Low,503,Mid
Burger King,Hash Browns – large,Breakfast,670,Mid,390,Mid,44,Mid,9,Low,0,Low,0,Low,1530,Mid,65,Low,9,Low,0,Low,5,Low,674,Mid
Burger King,French Toast Sticks (3 piece),Dessert,230,Low,100,Low,11,Low,2,Low,0,Low,0,Low,260,Low,29,Low,1,Low,8,Low,3,Low,237,Low
Burger King,French Toast Sticks (5 piece),Dessert,380,Low,160,Low,18,Low,3,Low,0,Low,0,Low,430,Low,49,Low,2,Low,13,Low,5,Low,391,Low
Burger King,American Cheese (slice),Pizza,40,Low,30,Low,3.5,Low,2,Low,0,Low,10,Low,180,Low,1,Low,0,Low,0,Low,2,Low,40,Low
Burger King,Ketchup (Packet),Condiment / Sauce,10,Low,0,Low,0,Low,0,Low,0,Low,0,Low,125,Low,3,Low,0,Low,2,Low,0,Low,12,Low
Burger King,Mayonnaise (Packet),Condiment / Sauce,80,Low,80,Low,9,Low,0.5,Low,0,Low,10,Low,75,Low,1,Low,0,Low,0,Low,0,Low,81,Low
Burger King,Strawberry or Grape Jam (packet),Condiment / Sauce,30,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,7,Low,0,Low,6,Low,0,Low,36,Low
Burger King,Breakfast Syrup (1 oz),Breakfast,120,Low,0,Low,0,Low,0,Low,0,Low,0,Low,15,Low,30,Low,0,Low,18,Low,0,Low,138,Low
Burger King,Barbecue Dipping Sauce (1 oz),Condiment / Sauce,40,Low,0,Low,0,Low,0,Low,0,Low,0,Low,310,Low,11,Low,0,Low,10,Low,0,Low,50,Low
Burger King,Ranch Dipping Sauce (1 oz),Condiment / Sauce,140,Low,140,Low,15,Low,2.5,Low,0,Low,10,Low,85,Low,1,Low,0,Low,1,Low,1,Low,143,Low
Burger King,Buffalo Dipping Sauce (1 oz),Condiment / Sauce,80,Low,70,Low,8,Low,1.5,Low,0,Low,5,Low,360,Low,2,Low,0,Low,1,Low,0,Low,83,Low
Burger King,Zesty Onion Ring Dipping Sauce (1 oz),Condiment / Sauce,150,Low,140,Low,15,Low,2.5,Low,0,Low,20,Low,240,Low,3,Low,0,Low,0,Low,0,Low,153,Low
Burger King,Honey Mustard Dipping Sauce (1oz),Condiment / Sauce,90,Low,60,Low,6,Low,1,Low,0,Low,10,Low,180,Low,8,Low,0,Low,7,Low,0,Low,98,Low
Burger King,Smoothie: Strawberry Banana 16 fl oz,Drink,310,Low,10,Low,1,Low,0,Low,0,Low,0,Low,55,Low,71,Low,3,Low,50,Low,4,Low,356,Low
Burger King,Oreo® Shake,Drink,720,Mid,180,Low,20,Low,12,Mid,0.5,Low,65,Low,540,Low,118,Mid,1,Low,98,Mid,16,Low,814,Mid
Burger King,Chocolate Oreo® Shake,Drink,740,Mid,190,Low,22,Low,13,Mid,0.5,Low,70,Low,680,Low,121,Mid,1,Low,101,Mid,17,Low,837,Mid
Burger King,Vanilla Milk Shake,Drink,580,Mid,140,Low,15,Low,10,Low,0,Low,60,Low,420,Low,98,Mid,0,Low,85,Low,14,Low,661,Mid
Burger King,HERSHEY®’S Chocolate Milk Shake,Drink,610,Mid,140,Low,16,Low,10,Low,0,Low,60,Low,500,Low,103,Mid,1,Low,88,Low,14,Low,694,Mid
Burger King,Strawberry Milk Shake,Drink,640,Mid,140,Low,15,Low,10,Low,0,Low,60,Low,440,Low,113,Mid,0,Low,99,Mid,14,Low,735,Mid
Burger King,Coca Cola classic®‡,Other,234.4510386,Low,53.84955752,Low,6.733226837,Low,2.45686901,Low,0.107028754,Low,26.70623145,Low,263,Low,40.26517572,Low,0.533546326,Low,33.95845697,Low,6.945686901,Low,267.3056537,Low
Burger King,16 fl oz,Other,210,Low,0,Low,0,Low,0,Low,0,Low,0,Low,50,Low,58,Low,0,Low,58,Low,0,Low,268,Low
Burger King,20 fl oz,Other,270,Low,0,Low,0,Low,0,Low,0,Low,0,Low,60,Low,73,Low,0,Low,73,Low,0,Low,343,Low
Burger King,29 fl oz,Other,290,Low,0,Low,0,Low,0,Low,0,Low,0,Low,85,Low,105,Mid,0,Low,105,Mid,0,Low,395,Low
Burger King,38 fl oz,Other,510,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,115,Low,138,Mid,0,Low,138,Mid,0,Low,648,Mid
Burger King,Diet Coke®‡,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,16 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,70,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,20 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,85,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,29 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,120,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,38 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,160,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,Sprite®‡,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,16 fl oz,Other,210,Low,0,Low,0,Low,0,Low,0,Low,0,Low,95,Low,56,Low,0,Low,56,Low,0,Low,266,Low
Burger King,20 fl oz,Other,260,Low,0,Low,0,Low,0,Low,0,Low,0,Low,120,Low,70,Low,0,Low,70,Low,0,Low,330,Low
Burger King,29 fl oz,Other,380,Low,0,Low,0,Low,0,Low,0,Low,0,Low,170,Low,102,Mid,0,Low,102,Mid,0,Low,482,Mid
Burger King,38 fl oz,Other,500,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,230,Low,133,Mid,0,Low,133,Mid,0,Low,633,Mid
Burger King,Dr. Pepper®‡,Other,234.4510386,Low,53.84955752,Low,6.733226837,Low,2.45686901,Low,0.107028754,Low,26.70623145,Low,263,Low,40.26517572,Low,0.533546326,Low,33.95845697,Low,6.945686901,Low,267.3056537,Low
Burger King,16 fl oz,Other,190,Low,0,Low,0,Low,0,Low,0,Low,0,Low,60,Low,52,Low,0,Low,51,Low,0,Low,241,Low
Burger King,20 fl oz,Other,240,Low,0,Low,0,Low,0,Low,0,Low,0,Low,75,Low,65,Low,0,Low,64,Low,0,Low,304,Low
Burger King,29 fl oz,Other,350,Low,0,Low,0,Low,0,Low,0,Low,0,Low,105,Low,94,Mid,0,Low,93,Mid,0,Low,443,Mid
Burger King,38 fl oz,Other,450,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,140,Low,124,Mid,0,Low,121,Mid,0,Low,571,Mid
Burger King,Barq’s® Root Beer‡,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,16 fl oz,Other,240,Low,0,Low,0,Low,0,Low,0,Low,0,Low,100,Low,65,Low,0,Low,65,Low,0,Low,305,Low
Burger King,20 fl oz,Other,300,Low,0,Low,0,Low,0,Low,0,Low,0,Low,120,Low,81,Low,0,Low,81,Low,0,Low,381,Low
Burger King,29 fl oz,Other,350,Low,0,Low,0,Low,0,Low,0,Low,0,Low,180,Low,118,Mid,0,Low,118,Mid,0,Low,468,Mid
Burger King,38 fl oz,Other,450,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,230,Low,155,Mid,0,Low,155,Mid,0,Low,605,Mid
Burger King,Cherry Coke®‡,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,16 fl oz,Other,220,Low,0,Low,0,Low,0,Low,0,Low,0,Low,55,Low,61,Low,0,Low,61,Low,0,Low,281,Low
Burger King,20 fl oz,Other,280,Low,0,Low,0,Low,0,Low,0,Low,0,Low,70,Low,76,Low,0,Low,76,Low,0,Low,356,Low
Burger King,29 fl oz,Other,410,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,100,Low,110,Mid,0,Low,110,Mid,0,Low,520,Mid
Burger King,38 fl oz,Other,450,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,130,Low,145,Mid,0,Low,145,Mid,0,Low,595,Mid
Burger King,Fanta® Orange‡,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,16 fl oz,Other,230,Low,0,Low,0,Low,0,Low,0,Low,0,Low,60,Low,62,Low,0,Low,61,Low,0,Low,291,Low
Burger King,20 fl oz,Other,280,Low,0,Low,0,Low,0,Low,0,Low,0,Low,70,Low,78,Low,0,Low,77,Low,0,Low,357,Low
Burger King,29 fl oz,Other,410,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,105,Low,113,Mid,0,Low,111,Mid,0,Low,521,Mid
Burger King,38 fl oz,Other,530,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,135,Low,148,Mid,0,Low,146,Mid,0,Low,676,Mid
Burger King,Hi-C® Fruit Punch‡,Other,234.4510386,Low,53.84955752,Low,6.733226837,Low,2.45686901,Low,0.107028754,Low,26.70623145,Low,263,Low,40.26517572,Low,0.533546326,Low,33.95845697,Low,6.945686901,Low,267.3056537,Low
Burger King,16 fl oz,Other,220,Low,0,Low,0,Low,0,Low,0,Low,0,Low,75,Low,62,Low,0,Low,60,Low,0,Low,280,Low
Burger King,20 fl oz,Other,280,Low,0,Low,0,Low,0,Low,0,Low,0,Low,95,Low,77,Low,0,Low,75,Low,0,Low,355,Low
Burger King,29 fl oz,Other,410,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,135,Low,111,Mid,0,Low,109,Mid,0,Low,519,Mid
Burger King,38 fl oz,Other,450,Mid,0,Low,0,Low,0,Low,0,Low,0,Low,180,Low,146,Mid,0,Low,143,Mid,0,Low,593,Mid
Burger King,MINUTE MAID® Light Lemonade,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,16 fl oz,Other,10,Low,0,Low,0,Low,0,Low,0,Low,0,Low,60,Low,3,Low,0,Low,0,Low,0,Low,0,Low
Burger King,20 fl oz,Other,10,Low,0,Low,0,Low,0,Low,0,Low,0,Low,70,Low,4,Low,0,Low,0,Low,0,Low,0,Low
Burger King,29 fl oz,Other,15,Low,0,Low,0,Low,0,Low,0,Low,0,Low,105,Low,5,Low,0,Low,0,Low,0,Low,0,Low
Burger King,38 fl oz,Other,20,Low,0,Low,0,Low,0,Low,0,Low,0,Low,135,Low,7,Low,0,Low,0,Low,0,Low,0,Low
Burger King,Sweet Tea,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,20 fl oz,Other,120,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,35,Low,0,Low,35,Low,0,Low,155,Low
Burger King,29 fl oz,Other,160,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,49,Low,0,Low,49,Low,0,Low,209,Low
Burger King,40 fl oz,Other,240,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,71,Low,0,Low,71,Low,0,Low,311,Low
Burger King,Unsweetened Tea,Drink,218.7321429,Low,73.02521008,Low,4.388,Low,2.548,Low,0.136,Low,23.94642857,Low,111.1678571,Low,44.852,Low,0.224,Low,40.41071429,Low,3.252,Low,270.4483471,Low
Burger King,20 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,29 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,40 fl oz,Other,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,Capri Sun® 100% Apple Juice,Drink,80,Low,0,Low,0,Low,0,Low,0,Low,0,Low,25,Low,20,Low,0,Low,20,Low,0,Low,100,Low
Burger King,Minute Maid® Orange Juice,Drink,140,Low,0,Low,0,Low,0,Low,0,Low,0,Low,20,Low,33,Low,0,Low,30,Low,2,Low,168,Low
Burger King,Frozen Coke® – 16 oz,Drink,130,Low,0,Low,0,Low,0,Low,0,Low,0,Low,50,Low,35,Low,0,Low,35,Low,0,Low,165,Low
Burger King,BK® Café Coffee- 12 fl oz,Drink,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,BK® Café Coffee- 16 fl oz,Drink,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,BK® Café Coffee- 20 fl oz,Drink,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,BK® Café Decaf Coffee- 12 fl oz,Drink,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,BK® Café Decaf Coffee- 16 fl oz,Drink,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,BK® Café Decaf Coffee- 20 fl oz,Drink,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low,0,Low
Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,Drink,150,Low,70,Low,8,Low,4,Low,0,Low,25,Low,30,Low,21,Low,0,Low,21,Low,1,Low,174,Low
Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,Drink,200,Low,90,Low,10,Low,5,Low,0,Low,30,Low,40,Low,27,Low,0,Low,27,Low,2,Low,230,Low
Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,Drink,260,Low,110,Low,13,Low,7,Low,0,Low,40,Low,50,Low,34,Low,0,Low,34,Low,2,Low,299,Low
Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,Drink,180,Low,70,Low,8,Low,4,Low,0,Low,25,Low,40,Low,27,Low,1,Low,25,Low,2,Low,207,Low
Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,Drink,240,Low,90,Low,10,Low,6,Low,0,Low,30,Low,55,Low,35,Low,1,Low,32,Low,2,Low,276,Low
Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,Drink,300,Low,120,Low,13,Low,7,Low,0,Low,40,Low,70,Low,45,Low,2,Low,41,Low,3,Low,345,Low
Burger King,BK® Café Mocha Frappe- 12 fl oz,Drink,300,Low,80,Low,8,Low,5,Low,0,Low,30,Low,200,Low,50,Low,1,Low,41,Low,7,Low,339,Low
Burger King,BK® Café Mocha Frappe- 16 fl oz,Drink,400,Low,90,Low,10,Low,7,Low,0,Low,40,Low,270,Low,68,Low,1,Low,58,Low,9,Low,456,Mid
Burger King,BK® Café Mocha Frappe- 20 fl oz,Drink,510,Mid,110,Low,13,Low,8,Low,0,Low,50,Low,350,Low,87,Low,1,Low,71,Low,12,Low,577,Mid
Burger King,BK® Café Caramel Frappe- 12 fl oz,Drink,300,Low,80,Low,8,Low,5,Low,0,Low,35,Low,210,Low,50,Low,0,Low,41,Low,7,Low,339,Low
